# key	a	b	extra
xt_comment	0x0	0x0	kernel/net/netfilter/xt_comment
xt_connbytes	0x0	0x0	kernel/net/netfilter/xt_connbytes
xt_connlabel	0x0	0x0	kernel/net/netfilter/xt_connlabel
xt_connlimit	0x0	0x0	kernel/net/netfilter/xt_connlimit
xt_connmark	0x0	0x0	kernel/net/netfilter/xt_connmark
xt_conntrack	0x0	0x0	kernel/net/netfilter/xt_conntrack
xt_cpu	0x0	0x0	kernel/net/netfilter/xt_cpu
xt_dccp	0x0	0x0	kernel/net/netfilter/xt_dccp
xt_devgroup	0x0	0x0	kernel/net/netfilter/xt_devgroup
xt_dscp	0x0	0x0	kernel/net/netfilter/xt_dscp
xt_ecn	0x0	0x0	kernel/net/netfilter/xt_ecn
xt_esp	0x0	0x0	kernel/net/netfilter/xt_esp
xt_hashlimit	0x0	0x0	kernel/net/netfilter/xt_hashlimit
xt_helper	0x0	0x0	kernel/net/netfilter/xt_helper
xt_hl	0x0	0x0	kernel/net/netfilter/xt_hl
xt_ipcomp	0x0	0x0	kernel/net/netfilter/xt_ipcomp
xt_iprange	0x0	0x0	kernel/net/netfilter/xt_iprange
xt_ipvs	0x0	0x0	kernel/net/netfilter/xt_ipvs
xt_l2tp	0x0	0x0	kernel/net/netfilter/xt_l2tp
xt_length	0x0	0x0	kernel/net/netfilter/xt_length
xt_limit	0x0	0x0	kernel/net/netfilter/xt_limit
xt_mac	0x0	0x0	kernel/net/netfilter/xt_mac
xt_mark	0x0	0x0	kernel/net/netfilter/xt_mark
xt_multiport	0x0	0x0	kernel/net/netfilter/xt_multiport
xt_nat	0x0	0x0	kernel/net/netfilter/xt_nat
xt_nfacct	0x0	0x0	kernel/net/netfilter/xt_nfacct
xt_osf	0x0	0x0	kernel/net/netfilter/xt_osf
xt_owner	0x0	0x0	kernel/net/netfilter/xt_owner
xt_physdev	0x0	0x0	kernel/net/netfilter/xt_physdev
xt_pkttype	0x0	0x0	kernel/net/netfilter/xt_pkttype
xt_policy	0x0	0x0	kernel/net/netfilter/xt_policy
xt_quota	0x0	0x0	kernel/net/netfilter/xt_quota
xt_rateest	0x0	0x0	kernel/net/netfilter/xt_rateest
xt_realm	0x0	0x0	kernel/net/netfilter/xt_realm
xt_recent	0x0	0x0	kernel/net/netfilter/xt_recent
xt_sctp	0x0	0x0	kernel/net/netfilter/xt_sctp
xt_set	0x0	0x0	kernel/net/netfilter/xt_set
xt_socket	0x0	0x0	kernel/net/netfilter/xt_socket
xt_state	0x0	0x0	kernel/net/netfilter/xt_state
xt_statistic	0x0	0x0	kernel/net/netfilter/xt_statistic
xt_string	0x0	0x0	kernel/net/netfilter/xt_string
xt_tcpmss	0x0	0x0	kernel/net/netfilter/xt_tcpmss
xt_tcpudp	0x0	0x0	kernel/net/netfilter/xt_tcpudp
xt_time	0x0	0x0	kernel/net/netfilter/xt_time
xt_u32	0x0	0x0	kernel/net/netfilter/xt_u32
xxhash_generic	0x0	0x0	kernel/crypto/xxhash_generic
xz_dec_test	0x0	0x0	kernel/lib/xz/xz_dec_test
zfs	0x0	0x0	kernel/zfs/zfs
zstd	0x0	0x0	kernel/crypto/zstd
